state_name,state_code,date,day_num,pfe_dose_1,pfe_dose_2,mrna_dose_1,mrna_dose_2,jnj_dose_1
Wyoming,WY,01/18/2021,35,3900,3900,3700.0,3700.0,0.0
Alabama,AL,01/11/2021,28,29250,29250,29100.0,29100.0,0.0
Alaska,AK,01/11/2021,28,0,0,0.0,0.0,0.0
American Samoa,AS,01/11/2021,28,0,0,0.0,0.0,0.0
Arizona,AZ,01/11/2021,28,41925,41925,41300.0,41300.0,0.0
Arkansas,AR,01/11/2021,28,18525,18525,17700.0,17700.0,0.0
California,CA,01/11/2021,28,233025,233025,232300.0,232300.0,0.0
Chicago,,01/11/2021,28,16575,16575,16200.0,16200.0,0.0
Colorado,CO,01/11/2021,28,33150,33150,33000.0,33000.0,0.0
Connecticut,CT,01/11/2021,28,22425,22425,21900.0,21900.0,0.0
Delaware,DE,01/11/2021,28,5850,5850,5800.0,5800.0,0.0
District of Columbia,DC,01/11/2021,28,4875,4875,4400.0,4400.0,0.0
Federal Entities,,01/11/2021,28,102375,102375,99900.0,99900.0,0.0
Florida,FL,01/11/2021,28,127725,127725,127100.0,127100.0,0.0
Georgia,GA,01/11/2021,28,60450,60450,60200.0,60200.0,0.0
Guam,GU,01/11/2021,28,0,0,0.0,0.0,0.0
Hawaii,HI,01/11/2021,28,8775,8775,8700.0,8700.0,0.0
Idaho,ID,01/11/2021,28,9750,9750,9700.0,9700.0,0.0
Illinois,IL,01/11/2021,28,60450,60450,60300.0,60300.0,0.0
Indiana,IN,01/11/2021,28,39975,39975,39200.0,39200.0,0.0
Iowa,IA,01/11/2021,28,19500,19500,18600.0,18600.0,0.0
Kansas,KS,01/11/2021,28,17550,17550,17000.0,17000.0,0.0
Kentucky,KY,01/11/2021,28,27300,27300,26500.0,26500.0,0.0
Louisiana,LA,01/11/2021,28,28275,28275,27500.0,27500.0,0.0
Maine,ME,01/11/2021,28,8775,8775,8400.0,8400.0,0.0
Mariana Islands,,01/11/2021,28,0,0,0.0,0.0,0.0
Marshall Islands,MH,01/11/2021,28,0,0,0.0,0.0,0.0
Maryland,MD,01/11/2021,28,36075,36075,36000.0,36000.0,0.0
Massachusetts,MA,01/11/2021,28,42900,42900,42100.0,42100.0,0.0
Michigan,MI,01/11/2021,28,60450,60450,60000.0,60000.0,0.0
Micronesia,FM,01/11/2021,28,0,0,0.0,0.0,0.0
Minnesota,MN,01/11/2021,28,33150,33150,32900.0,32900.0,0.0
Mississippi,MS,01/11/2021,28,17550,17550,17600.0,17600.0,0.0
Missouri,MO,01/11/2021,28,37050,37050,36400.0,36400.0,0.0
Montana,MT,01/11/2021,28,6825,6825,6400.0,6400.0,0.0
Nebraska,NE,01/11/2021,28,11700,11700,11200.0,11200.0,0.0
Nevada,NV,01/11/2021,28,17550,17550,17400.0,17400.0,0.0
New Hampshire,NH,01/11/2021,28,8775,8775,8400.0,8400.0,0.0
New Jersey,NJ,01/11/2021,28,53625,53625,53400.0,53400.0,0.0
New Mexico,NM,01/11/2021,28,12675,12675,12500.0,12500.0,0.0
New York,NY,01/11/2021,28,68250,68250,68000.0,68000.0,0.0
New York City,,01/11/2021,28,51675,51675,51600.0,51600.0,0.0
North Carolina,NC,01/11/2021,28,61425,61425,60800.0,60800.0,0.0
North Dakota,ND,01/11/2021,28,4875,4875,4600.0,4600.0,0.0
Ohio,OH,01/11/2021,28,70200,70200,69700.0,69700.0,0.0
Oklahoma,OK,01/11/2021,28,23400,23400,22900.0,22900.0,0.0
Oregon,OR,01/11/2021,28,25350,25350,25000.0,25000.0,0.0
Palau,PW,01/11/2021,28,0,0,0.0,0.0,0.0
Pennsylvania,PA,01/11/2021,28,69225,69225,68700.0,68700.0,0.0
Philadelphia,,01/11/2021,28,9750,9750,9500.0,9500.0,0.0
Puerto Rico,PR,01/11/2021,28,21450,21450,20900.0,20900.0,0.0
Rhode Island,RI,01/11/2021,28,6825,6825,6600.0,6600.0,0.0
South Carolina,SC,01/11/2021,28,30225,30225,29900.0,29900.0,0.0
South Dakota,SD,01/11/2021,28,5850,5850,5100.0,5100.0,0.0
Tennessee,TN,01/11/2021,28,39975,39975,39800.0,39800.0,0.0
Texas,TX,01/11/2021,28,159900,159900,159100.0,159100.0,0.0
U.S. Virgin Islands,,01/11/2021,28,975,975,700.0,700.0,0.0
Utah,UT,01/11/2021,28,16575,16575,16600.0,16600.0,0.0
Vermont,VT,01/11/2021,28,4875,4875,4000.0,4000.0,0.0
Virginia,VA,01/11/2021,28,50700,50700,50600.0,50600.0,0.0
Washington,WA,01/11/2021,28,57525,57525,44300.0,44300.0,0.0
West Virginia,WV,01/11/2021,28,11700,11700,11300.0,11300.0,0.0
Wisconsin,WI,01/11/2021,28,35100,35100,34900.0,34900.0,0.0
Wyoming,WY,01/11/2021,28,3900,3900,3500.0,3500.0,0.0
Alabama,AL,01/04/2021,21,29250,29250,29000.0,29000.0,0.0
Alaska,AK,01/04/2021,21,27300,27300,25600.0,25600.0,0.0
American Samoa,AS,01/04/2021,21,7800,0,2400.0,0.0,0.0
Arizona,AZ,01/04/2021,21,41925,41925,41100.0,41100.0,0.0
Arkansas,AR,01/04/2021,21,18525,18525,17600.0,17600.0,0.0
California,CA,01/04/2021,21,232050,232050,231400.0,231400.0,0.0
Chicago,,01/04/2021,21,16575,16575,16100.0,16100.0,0.0
Colorado,CO,01/04/2021,21,33150,33150,32900.0,32900.0,0.0
Connecticut,CT,01/04/2021,21,22425,22425,21800.0,21800.0,0.0
Delaware,DE,01/04/2021,21,5850,5850,5800.0,5800.0,0.0
District of Columbia,DC,01/04/2021,21,4875,4875,4400.0,4400.0,0.0
Federal Entities,,01/04/2021,21,117000,101400,108400.0,99600.0,0.0
Florida,FL,01/04/2021,21,126750,126750,126600.0,126600.0,0.0
Georgia,GA,01/04/2021,21,60450,60450,60000.0,60000.0,0.0
Guam,GU,01/04/2021,21,7800,0,7200.0,0.0,0.0
Hawaii,HI,01/04/2021,21,8775,8775,8600.0,8600.0,0.0
Idaho,ID,01/04/2021,21,9750,9750,9700.0,9700.0,0.0
Illinois,IL,01/04/2021,21,60450,60450,60100.0,60100.0,0.0
Indiana,IN,01/04/2021,21,39000,39000,39000.0,39000.0,0.0
Iowa,IA,01/04/2021,21,18525,18525,18500.0,18500.0,0.0
Kansas,KS,01/04/2021,21,17550,17550,16900.0,16900.0,0.0
Kentucky,KY,01/04/2021,21,27300,27300,26400.0,26400.0,0.0
Louisiana,LA,01/04/2021,21,28275,28275,27400.0,27400.0,0.0
Maine,ME,01/04/2021,21,8775,8775,8300.0,8300.0,0.0
Mariana Islands,,01/04/2021,21,7800,0,2400.0,0.0,0.0
Marshall Islands,MH,01/04/2021,21,0,0,6400.0,0.0,0.0
Maryland,MD,01/04/2021,21,36075,36075,35900.0,35900.0,0.0
Massachusetts,MA,01/04/2021,21,42900,42900,42000.0,42000.0,0.0
Michigan,MI,01/04/2021,21,60450,60450,59800.0,59800.0,0.0
Micronesia,FM,01/04/2021,21,0,0,9600.0,0.0,0.0
Minnesota,MN,01/04/2021,21,33150,33150,32700.0,32700.0,0.0
Mississippi,MS,01/04/2021,21,17550,17550,17500.0,17500.0,0.0
Missouri,MO,01/04/2021,21,37050,37050,36200.0,36200.0,0.0
Montana,MT,01/04/2021,21,6825,6825,6300.0,6300.0,0.0
Nebraska,NE,01/04/2021,21,11700,11700,11200.0,11200.0,0.0
Nevada,NV,01/04/2021,21,17550,17550,17300.0,17300.0,0.0
New Hampshire,NH,01/04/2021,21,8775,8775,8400.0,8400.0,0.0
New Jersey,NJ,01/04/2021,21,53625,53625,53200.0,53200.0,0.0
New Mexico,NM,01/04/2021,21,12675,12675,12500.0,12500.0,0.0
New York,NY,01/04/2021,21,68250,68250,67700.0,67700.0,0.0
New York City,,01/04/2021,21,51675,51675,51400.0,51400.0,0.0
North Carolina,NC,01/04/2021,21,61425,61425,60500.0,60500.0,0.0
North Dakota,ND,01/04/2021,21,4875,4875,4600.0,4600.0,0.0
Ohio,OH,01/04/2021,21,70200,70200,69500.0,69500.0,0.0
Oklahoma,OK,01/04/2021,21,23400,23400,22800.0,22800.0,0.0
Oregon,OR,01/04/2021,21,25350,25350,24800.0,24800.0,0.0
Palau,PW,01/04/2021,21,0,0,3200.0,0.0,0.0
Pennsylvania,PA,01/04/2021,21,69225,69225,68400.0,68400.0,0.0
Philadelphia,,01/04/2021,21,9750,9750,9500.0,9500.0,0.0
Puerto Rico,PR,01/04/2021,21,21450,21450,20800.0,20800.0,0.0
Rhode Island,RI,01/04/2021,21,6825,6825,6600.0,6600.0,0.0
South Carolina,SC,01/04/2021,21,30225,30225,29700.0,29700.0,0.0
South Dakota,SD,01/04/2021,21,5850,5850,5100.0,5100.0,0.0
Tennessee,TN,01/04/2021,21,39975,39975,39700.0,39700.0,0.0
Texas,TX,01/04/2021,21,158925,158925,158500.0,158500.0,0.0
U.S. Virgin Islands,,01/04/2021,21,975,975,700.0,700.0,0.0
Utah,UT,01/04/2021,21,16575,16575,16500.0,16500.0,0.0
Vermont,VT,01/04/2021,21,3900,3900,3900.0,3900.0,0.0
Virginia,VA,01/04/2021,21,50700,50700,50400.0,50400.0,0.0
Washington,WA,01/04/2021,21,44850,44850,44100.0,44100.0,0.0
West Virginia,WV,01/04/2021,21,11700,11700,11200.0,11200.0,0.0
Wisconsin,WI,01/04/2021,21,35100,35100,34700.0,34700.0,0.0
Wyoming,WY,01/04/2021,21,3900,3900,3500.0,3500.0,0.0
Alabama,AL,12/28/2020,14,38025,38025,29100.0,29100.0,0.0
Alaska,AK,12/28/2020,14,0,0,0.0,0.0,0.0
American Samoa,AS,12/28/2020,14,0,0,0.0,0.0,0.0
Arizona,AZ,12/28/2020,14,53625,53625,41300.0,41300.0,0.0
Arkansas,AR,12/28/2020,14,23400,23400,17700.0,17700.0,0.0
California,CA,12/28/2020,14,297375,297375,232300.0,232300.0,0.0
Chicago,,12/28/2020,14,21450,21450,16200.0,16200.0,0.0
Colorado,CO,12/28/2020,14,42900,42900,33000.0,33000.0,0.0
Connecticut,CT,12/28/2020,14,28275,28275,21900.0,21900.0,0.0
Delaware,DE,12/28/2020,14,7800,7800,5800.0,5800.0,0.0
District of Columbia,DC,12/28/2020,14,5850,5850,4400.0,4400.0,0.0
Federal Entities,,12/28/2020,14,128700,128700,100000.0,100000.0,0.0
Florida,FL,12/28/2020,14,162825,162825,127100.0,127100.0,0.0
Georgia,GA,12/28/2020,14,77025,77025,60200.0,60200.0,0.0
Guam,GU,12/28/2020,14,0,0,0.0,0.0,0.0
Hawaii,HI,12/28/2020,14,11700,11700,8700.0,8700.0,0.0
Idaho,ID,12/28/2020,14,12675,12675,9700.0,9700.0,0.0
Illinois,IL,12/28/2020,14,78000,78000,60300.0,60300.0,0.0
Indiana,IN,12/28/2020,14,50700,50700,39200.0,39200.0,0.0
Iowa,IA,12/28/2020,14,24375,24375,18600.0,18600.0,0.0
Kansas,KS,12/28/2020,14,22425,22425,17000.0,17000.0,0.0
Kentucky,KY,12/28/2020,14,34125,34125,26500.0,26500.0,0.0
Louisiana,LA,12/28/2020,14,36075,36075,27500.0,27500.0,0.0
Maine,ME,12/28/2020,14,10725,10725,8400.0,8400.0,0.0
Mariana Islands,,12/28/2020,14,0,0,0.0,0.0,0.0
Marshall Islands,MH,12/28/2020,14,0,0,0.0,0.0,0.0
Maryland,MD,12/28/2020,14,46800,46800,36000.0,36000.0,0.0
Massachusetts,MA,12/28/2020,14,54600,54600,42100.0,42100.0,0.0
Michigan,MI,12/28/2020,14,77025,77025,60000.0,60000.0,0.0
Micronesia,FM,12/28/2020,14,0,0,0.0,0.0,0.0
Minnesota,MN,12/28/2020,14,42900,42900,32900.0,32900.0,0.0
Mississippi,MS,12/28/2020,14,22425,22425,17600.0,17600.0,0.0
Missouri,MO,12/28/2020,14,46800,46800,36400.0,36400.0,0.0
Montana,MT,12/28/2020,14,8775,8775,6400.0,6400.0,0.0
Nebraska,NE,12/28/2020,14,14625,14625,11200.0,11200.0,0.0
Nevada,NV,12/28/2020,14,22425,22425,17400.0,17400.0,0.0
New Hampshire,NH,12/28/2020,14,10725,10725,8400.0,8400.0,0.0
New Jersey,NJ,12/28/2020,14,68250,68250,53400.0,53400.0,0.0
New Mexico,NM,12/28/2020,14,16575,16575,12500.0,12500.0,0.0
New York,NY,12/28/2020,14,87750,87750,68000.0,68000.0,0.0
New York City,,12/28/2020,14,66300,66300,51600.0,51600.0,0.0
North Carolina,NC,12/28/2020,14,78000,78000,60800.0,60800.0,0.0
North Dakota,ND,12/28/2020,14,5850,5850,4600.0,4600.0,0.0
Ohio,OH,12/28/2020,14,89700,89700,69700.0,69700.0,0.0
Oklahoma,OK,12/28/2020,14,29250,29250,22900.0,22900.0,0.0
Oregon,OR,12/28/2020,14,32175,32175,25000.0,25000.0,0.0
Palau,PW,12/28/2020,14,0,0,0.0,0.0,0.0
Pennsylvania,PA,12/28/2020,14,88725,88725,68700.0,68700.0,0.0
Philadelphia,,12/28/2020,14,12675,12675,9500.0,9500.0,0.0
Puerto Rico,PR,12/28/2020,14,27300,27300,20900.0,20900.0,0.0
Rhode Island,RI,12/28/2020,14,8775,8775,6600.0,6600.0,0.0
South Carolina,SC,12/28/2020,14,39000,39000,29900.0,29900.0,0.0
South Dakota,SD,12/28/2020,14,6825,6825,5100.0,5100.0,0.0
Tennessee,TN,12/28/2020,14,51675,51675,39800.0,39800.0,0.0
Texas,TX,12/28/2020,14,203775,203775,159100.0,159100.0,0.0
U.S. Virgin Islands,,12/28/2020,14,975,975,700.0,700.0,0.0
Utah,UT,12/28/2020,14,21450,21450,16600.0,16600.0,0.0
Vermont,VT,12/28/2020,14,5850,5850,4000.0,4000.0,0.0
Virginia,VA,12/28/2020,14,65325,65325,50600.0,50600.0,0.0
Washington,WA,12/28/2020,14,57525,57525,44300.0,44300.0,0.0
West Virginia,WV,12/28/2020,14,14625,14625,11300.0,11300.0,0.0
Wisconsin,WI,12/28/2020,14,44850,44850,34900.0,34900.0,0.0
Wyoming,WY,12/28/2020,14,4875,4875,3500.0,3500.0,0.0
Alabama,AL,12/21/2020,7,29250,29250,84300.0,84300.0,0.0
Alaska,AK,12/21/2020,7,0,0,26800.0,26800.0,0.0
American Samoa,AS,12/21/2020,7,0,0,2400.0,0.0,0.0
Arizona,AZ,12/21/2020,7,41925,41925,119400.0,119400.0,0.0
Arkansas,AR,12/21/2020,7,18525,18525,51100.0,51100.0,0.0
California,CA,12/21/2020,7,233025,233025,672600.0,672600.0,0.0
Chicago,,12/21/2020,7,16575,16575,46800.0,46800.0,0.0
Colorado,CO,12/21/2020,7,33150,33150,95600.0,95600.0,0.0
Connecticut,CT,12/21/2020,7,22425,22425,63300.0,63300.0,0.0
Delaware,DE,12/21/2020,7,5850,5850,16700.0,16700.0,0.0
District of Columbia,DC,12/21/2020,7,4875,4875,12600.0,12600.0,0.0
Federal Entities,,12/21/2020,7,102375,102375,298200.0,289200.0,0.0
Florida,FL,12/21/2020,7,127725,127725,367900.0,367900.0,0.0
Georgia,GA,12/21/2020,7,60450,60450,174400.0,174400.0,0.0
Guam,GU,12/21/2020,7,0,0,7600.0,0.0,0.0
Hawaii,HI,12/21/2020,7,8775,8775,25000.0,25000.0,0.0
Idaho,ID,12/21/2020,7,9750,9750,28000.0,28000.0,0.0
Illinois,IL,12/21/2020,7,60450,60450,174600.0,174600.0,0.0
Indiana,IN,12/21/2020,7,39975,39975,113300.0,113300.0,0.0
Iowa,IA,12/21/2020,7,19500,19500,53800.0,53800.0,0.0
Kansas,KS,12/21/2020,7,17550,17550,49100.0,49100.0,0.0
Kentucky,KY,12/21/2020,7,27300,27300,76700.0,76700.0,0.0
Louisiana,LA,12/21/2020,7,28275,28275,79500.0,79500.0,0.0
Maine,ME,12/21/2020,7,8775,8775,24200.0,24200.0,0.0
Mariana Islands,,12/21/2020,7,0,0,2600.0,0.0,0.0
Marshall Islands,MH,12/21/2020,7,0,0,7200.0,0.0,0.0
Maryland,MD,12/21/2020,7,36075,36075,104300.0,104300.0,0.0
Massachusetts,MA,12/21/2020,7,42900,42900,121900.0,121900.0,0.0
Michigan,MI,12/21/2020,7,60450,60450,173600.0,173600.0,0.0
Micronesia,FM,12/21/2020,7,0,0,9800.0,0.0,0.0
Minnesota,MN,12/21/2020,7,33150,33150,94900.0,94900.0,0.0
Mississippi,MS,12/21/2020,7,17550,17550,50800.0,50800.0,0.0
Missouri,MO,12/21/2020,7,37050,37050,105300.0,105300.0,0.0
Montana,MT,12/21/2020,7,6825,6825,18300.0,18300.0,0.0
Nebraska,NE,12/21/2020,7,11700,11700,32400.0,32400.0,0.0
Nevada,NV,12/21/2020,7,17550,17550,50300.0,50300.0,0.0
New Hampshire,NH,12/21/2020,7,8775,8775,24200.0,24200.0,0.0
New Jersey,NJ,12/21/2020,7,53625,53625,154500.0,154500.0,0.0
New Mexico,NM,12/21/2020,7,12675,12675,36100.0,36100.0,0.0
New York,NY,12/21/2020,7,68250,68250,196800.0,196800.0,0.0
New York City,,12/21/2020,7,51675,51675,149400.0,149400.0,0.0
North Carolina,NC,12/21/2020,7,61425,61425,175900.0,175900.0,0.0
North Dakota,ND,12/21/2020,7,4875,4875,13200.0,13200.0,0.0
Ohio,OH,12/21/2020,7,70200,70200,201900.0,201900.0,0.0
Oklahoma,OK,12/21/2020,7,23400,23400,66200.0,66200.0,0.0
Oregon,OR,12/21/2020,7,25350,25350,72100.0,72100.0,0.0
Palau,PW,12/21/2020,7,0,0,2800.0,0.0,0.0
Pennsylvania,PA,12/21/2020,7,69225,69225,198800.0,198800.0,0.0
Philadelphia,,12/21/2020,7,9750,9750,27600.0,27600.0,0.0
Puerto Rico,PR,12/21/2020,7,21450,21450,60400.0,60400.0,0.0
Rhode Island,RI,12/21/2020,7,6825,6825,19000.0,19000.0,0.0
South Carolina,SC,12/21/2020,7,30225,30225,86400.0,86400.0,0.0
South Dakota,SD,12/21/2020,7,5850,5850,14600.0,14600.0,0.0
Tennessee,TN,12/21/2020,7,39975,39975,115200.0,115200.0,0.0
Texas,TX,12/21/2020,7,159900,159900,460500.0,460500.0,0.0
U.S. Virgin Islands,,12/21/2020,7,975,975,1900.0,1900.0,0.0
Utah,UT,12/21/2020,7,16575,16575,47800.0,47800.0,0.0
Vermont,VT,12/21/2020,7,4875,4875,11400.0,11400.0,0.0
Virginia,VA,12/21/2020,7,50700,50700,146400.0,146400.0,0.0
Washington,WA,12/21/2020,7,44850,44850,128000.0,128000.0,0.0
West Virginia,WV,12/21/2020,7,11700,11700,32600.0,32600.0,0.0
Wisconsin,WI,12/21/2020,7,35100,35100,101000.0,101000.0,0.0
Wyoming,WY,12/21/2020,7,3900,3900,10000.0,10000.0,0.0
Alabama,AL,12/14/2020,0,40950,40950,0.0,0.0,0.0
Alaska,AK,12/14/2020,0,35100,35100,0.0,0.0,0.0
American Samoa,AS,12/14/2020,0,5850,0,0.0,0.0,0.0
Arizona,AZ,12/14/2020,0,58500,58500,0.0,0.0,0.0
Arkansas,AR,12/14/2020,0,25350,25350,0.0,0.0,0.0
California,CA,12/14/2020,0,327600,327600,0.0,0.0,0.0
Chicago,,12/14/2020,0,23400,23400,0.0,0.0,0.0
Colorado,CO,12/14/2020,0,46800,46800,0.0,0.0,0.0
Connecticut,CT,12/14/2020,0,31200,31200,0.0,0.0,0.0
Delaware,DE,12/14/2020,0,8775,8775,0.0,0.0,0.0
District of Columbia,DC,12/14/2020,0,6825,6825,0.0,0.0,0.0
Federal Entities,,12/14/2020,0,156000,142350,0.0,0.0,0.0
Florida,FL,12/14/2020,0,179400,179400,0.0,0.0,0.0
Georgia,GA,12/14/2020,0,84825,84825,0.0,0.0,0.0
Guam,GU,12/14/2020,0,11700,0,0.0,0.0,0.0
Hawaii,HI,12/14/2020,0,12675,12675,0.0,0.0,0.0
Idaho,ID,12/14/2020,0,13650,13650,0.0,0.0,0.0
Illinois,IL,12/14/2020,0,85800,85800,0.0,0.0,0.0
Indiana,IN,12/14/2020,0,55575,55575,0.0,0.0,0.0
Iowa,IA,12/14/2020,0,26325,26325,0.0,0.0,0.0
Kansas,KS,12/14/2020,0,24375,24375,0.0,0.0,0.0
Kentucky,KY,12/14/2020,0,38025,38025,0.0,0.0,0.0
Louisiana,LA,12/14/2020,0,39000,39000,0.0,0.0,0.0
Maine,ME,12/14/2020,0,12675,12675,0.0,0.0,0.0
Mariana Islands,,12/14/2020,0,5850,0,0.0,0.0,0.0
Marshall Islands,MH,12/14/2020,0,0,0,0.0,0.0,0.0
Maryland,MD,12/14/2020,0,50700,50700,0.0,0.0,0.0
Massachusetts,MA,12/14/2020,0,59475,59475,0.0,0.0,0.0
Michigan,MI,12/14/2020,0,84825,84825,0.0,0.0,0.0
Micronesia,FM,12/14/2020,0,0,0,0.0,0.0,0.0
Minnesota,MN,12/14/2020,0,46800,46800,0.0,0.0,0.0
Mississippi,MS,12/14/2020,0,25350,25350,0.0,0.0,0.0
Missouri,MO,12/14/2020,0,51675,51675,0.0,0.0,0.0
Montana,MT,12/14/2020,0,9750,9750,0.0,0.0,0.0
Nebraska,NE,12/14/2020,0,16575,16575,0.0,0.0,0.0
Nevada,NV,12/14/2020,0,25350,25350,0.0,0.0,0.0
New Hampshire,NH,12/14/2020,0,12675,12675,0.0,0.0,0.0
New Jersey,NJ,12/14/2020,0,76050,76050,0.0,0.0,0.0
New Mexico,NM,12/14/2020,0,17550,17550,0.0,0.0,0.0
New York,NY,12/14/2020,0,96525,96525,0.0,0.0,0.0
New York City,,12/14/2020,0,73125,73125,0.0,0.0,0.0
North Carolina,NC,12/14/2020,0,85800,85800,0.0,0.0,0.0
North Dakota,ND,12/14/2020,0,6825,6825,0.0,0.0,0.0
Ohio,OH,12/14/2020,0,98475,98475,0.0,0.0,0.0
Oklahoma,OK,12/14/2020,0,33150,33150,0.0,0.0,0.0
Oregon,OR,12/14/2020,0,35100,35100,0.0,0.0,0.0
Palau,PW,12/14/2020,0,0,0,0.0,0.0,0.0
Pennsylvania,PA,12/14/2020,0,97500,97500,0.0,0.0,0.0
Philadelphia,,12/14/2020,0,13650,13650,0.0,0.0,0.0
Puerto Rico,PR,12/14/2020,0,30225,30225,0.0,0.0,0.0
Rhode Island,RI,12/14/2020,0,9750,9750,0.0,0.0,0.0
South Carolina,SC,12/14/2020,0,42900,42900,0.0,0.0,0.0
South Dakota,SD,12/14/2020,0,7800,7800,0.0,0.0,0.0
Tennessee,TN,12/14/2020,0,56550,56550,0.0,0.0,0.0
Texas,TX,12/14/2020,0,224250,224250,0.0,0.0,0.0
U.S. Virgin Islands,,12/14/2020,0,975,975,0.0,0.0,0.0
Utah,UT,12/14/2020,0,23400,23400,0.0,0.0,0.0
Vermont,VT,12/14/2020,0,5850,5850,0.0,0.0,0.0
Virginia,VA,12/14/2020,0,72150,72150,0.0,0.0,0.0
Washington,WA,12/14/2020,0,62400,62400,0.0,0.0,0.0
West Virginia,WV,12/14/2020,0,16575,16575,0.0,0.0,0.0
Wisconsin,WI,12/14/2020,0,49725,49725,0.0,0.0,0.0
Wyoming,WY,12/14/2020,0,4875,4875,0.0,0.0,0.0
